Common_name,Scientific_name,Set,Color,Power_text,Flavor_text,Predator,Flocking,Bonus_card,Victory_points,Nest_type,Egg_limit,Wingspan,Forest,Grassland,Wetland,Invertebrate,Seed,Fish,Fruit,Rodent,Nectar,Wild_food,food_cost_flexible,food_cost_paid_by_cards,Total_food_cost,Swift_Start,North_America,Central_America,South_America,Europe,Asia,Africa,Oceania,Anatomist,Cartographer,Historian,Photographer,Backyard_Birder,Bird_Bander,Bird_Counter,Bird_Feeder,Diet_Specialist,Enclosure_Builder,Endangered_Species_Protector,Falconer,Fishery_Manager,Food_Web_Expert,Forester,Large_Bird_Specialist,Nest_Box_Builder,Omnivore_Expert,Passerine_Specialist,Platform_Builder,Prairie_Manager,Rodentologist,Small_Clutch_Specialist,Viticulturalist,Wetland_Scientist,Wildlife_Gardener
Loggerhead Shrike,Lanius ludovicianus,core,pink,"When another player takes the ""gain food"" action, if they gain any number of [rodent], cache 1 [rodent] from the supply on this bird.",Shrikes impale their prey on thorse or barbed wire and may save them for later.,FALSE,FALSE,FALSE,3,bowl,4,30,FALSE,TRUE,TRUE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Long-Tailed Tit,Aegithalos caudatus,european,white,"Place this bird sideways, so that it covers 2 [forest] spaces. Pay the lower egg cost.","Long-tailed tit nests are an elaborate ball made from lichen, moss, and spiderwebs.",FALSE,FALSE,FALSE,0,wild,4,18,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Magpie-Lark,Grallina cyanoleuca,oceania,yellow,"Discard 2 [egg] from your [forest]. If you do, play 1 bird in your [grassland] at its normal food cost (ignore its egg cost). If it has a ""when played"" or ""game end"" power, you may use it.",Expanding agriculture has helped the magpie-lark even as it has harmed forest-dwelling animals.,FALSE,FALSE,FALSE,5,bowl,3,57,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Major Mitchell's Cockatoo,Lophochroa leadbeateri,oceania,brown,"Tuck 1 [card] from your hand behind this bird. If you do, all players gain 1 [seed] from the supply.","These cockatoos can form large nomadic flocks, but often forage in small groups.",FALSE,TRUE,FALSE,6,cavity,2,81,TRUE,TRUE,FALSE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mallard,Anas platyrhynchos,core,brown,Draw 1 [card].,Mallards are among the most abundant ducks in the world.,FALSE,FALSE,FALSE,0,ground,4,89,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Malleefowl,Leipoa ocellata,oceania,yellow,"Lay 1 [egg] on each of your birds with a [ground] nest, including this one.","A malleefowl mound nest holds the record for largest ground nest, weighing 299 metric tons.",FALSE,FALSE,FALSE,2,ground,6,86,TRUE,TRUE,FALSE,0,1,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mandarin Duck,Aix galericulata,asia,teal,"Draw 5 [card] from the deck. Add 1 to your hand, tuck 1 behind this bird, give 1 to another player, and discard the rest.","A Chinese saying describes loving couples as ""Two mandarin ducks playing in water.""",FALSE,TRUE,FALSE,3,cavity,5,71,TRUE,FALSE,TRUE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Maned Duck,Chenonetta jubata,oceania,brown,"Tuck up to 3 [card] from your hand behind this bird. If you tuck at least 1 [card], gain 1 [seed] from the supply.","In autumn, flocks of maned ducks may spend over half the day eating to build up their fat reserves.",FALSE,TRUE,FALSE,2,cavity,4,79,FALSE,FALSE,TRUE,0,0,0,0,0,0,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Many-Colored Fruit-Dove,Ptilinopus perousii,oceania,brown,All players gain 1 [fruit] from the supply. You gain 1 additional [fruit] from the supply.,This dove depends on two species of fig trees for most of its diet.,FALSE,FALSE,FALSE,2,platform,2,30,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Masked Lapwing,Vanellus miles,oceania,white,"Reset the birdfeeder, then, for each type of food in the birdfeeder, gain 1 of that type.",These birds defend their nests with loud calls and swooping attacks using the spurs on their wings.,FALSE,FALSE,FALSE,1,ground,3,80,FALSE,TRUE,TRUE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mississippi Kite,Ictinia mississippiensis,core,brown,"Roll all dice not in birdfeeder. If any are [rodent], cache 1 [rodent] from the supply on this bird.","These birds mostly eat large insects, but they'll also eat rodents, bats, and birds.",TRUE,FALSE,FALSE,4,platform,1,79,TRUE,TRUE,FALSE,1,0,0,0,1,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Mistletoebird,Dicaeum hirundinaceum,oceania,brown,"Gain 1 [fruit] from the supply, or discard 1 [fruit] to gain 1 [nectar] from the supply.",Mistletoe fruits make up about 85 percent of this bird’s diet.,FALSE,FALSE,FALSE,3,wild,4,18,TRUE,FALSE,FALSE,0,0,0,2,0,1,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Moltoni's Warbler,Sylvia subalpina,european,teal,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost.",Moltoni was a 20th century Italian ornithologist.,FALSE,FALSE,FALSE,3,bowl,2,17,FALSE,TRUE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Montagu's Harrier,Circus pygargus,european,white,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card.",During breeding season this species will perform aerial dances that are unique to each bird.,TRUE,FALSE,FALSE,4,ground,2,113,FALSE,TRUE,FALSE,0,0,0,0,2,0,0,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Mountain Bluebird,Sialia currucoides,core,white,Play an additional bird in your [grassland]. Pay its normal cost.,These birds can be found from prairies up to alpine zones above treeline.,FALSE,FALSE,FALSE,4,cavity,5,36,FALSE,TRUE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Mountain Chickadee,Poecile gambeli,core,brown,Cache 1 [seed] from the supply on this bird.,Mountain chickadees are generally found in the conifer forests of the American West.,FALSE,FALSE,FALSE,2,cavity,3,23,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mourning Dove,Zenaida macroura,core,brown,Lay 1 [egg] on this bird.,One pair of doves may raise 5 or 6 small broods in a year.,FALSE,FALSE,FALSE,0,platform,5,46,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Musk Duck,Biziura lobata,oceania,brown,Draw 1 face-up [card] from the tray with a [ground] or [star] nest. You may reset or refill the tray before doing so.,"This duck’s musky odor comes from a gland on its rump, not the hanging lobe of skin under its bill.",FALSE,FALSE,FALSE,2,ground,2,87,FALSE,FALSE,TRUE,1,1,1,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Mute Swan,Cygnus olor,european,brown,"Choose 1-3 birds in your [wetland]. Tuck 1 [card] from your hand behind each. If you tuck at least 1 card, draw 1 [card].",The mute swan earned its name because it is less vocal than other species.,FALSE,FALSE,FALSE,4,ground,3,220,FALSE,FALSE,TRUE,1,1,0,0,0,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
New Holland Honeyeater,Phylidonyris novaehollandiae,oceania,brown,"Gain 1 [nectar] from the birdfeeder, if there is one.",Honeyeaters are important pollinators of several plant species.,FALSE,FALSE,FALSE,0,bowl,3,20,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Noisy Miner,Manorina melanocephala,oceania,brown,"Tuck 1 [card] from your hand behind this bird. If you do, lay up to 2 [egg] on this bird. All other players may lay 1 [egg].","These birds are cooperative breeders, with as many as 22 males attending a nest.",FALSE,TRUE,FALSE,3,bowl,6,41,TRUE,TRUE,FALSE,1,0,0,0,0,1,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
North Island Brown Kiwi,Apteryx mantelli,oceania,white,"Discard a bonus card. If you do, draw 4 bonus cards, keep 2, and discard the other 2.",The brown kiwi’s egg grows to take up 20 percent of the mother’s body mass before being laid.,FALSE,FALSE,TRUE,6,wild,1,*,TRUE,TRUE,FALSE,2,1,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Northern Bobwhite,Colinus virginianus,core,brown,Lay 1 [egg] on this bird.,"Bobwhites are prolific breeders, but their numbers are in decline.",FALSE,FALSE,FALSE,5,ground,6,33,FALSE,TRUE,FALSE,0,3,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Northern Cardinal,Cardinalis cardinalis,core,brown,Gain 1 [fruit] from the supply.,"In most North American species, only males sing, but female cardinals break this rule.",FALSE,FALSE,FALSE,3,bowl,5,30,TRUE,FALSE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Northern Flicker,Colaptes auratus,core,white,Gain all [invertebrate] that are in the birdfeeder.,These woodpeckers seek out ground-dwelling insects rather than pecking wood.,FALSE,FALSE,FALSE,2,cavity,4,51,TRUE,TRUE,FALSE,1,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Northern Gannet,Morus bassanus,european,brown,"Roll all dice not in birdfeeder. If any are a [fish], gain that many [fish] from the supply and cache them on this bird.","Northern gannets are spectacular divers, piercing water at speeds up to 100 km/h.",TRUE,FALSE,FALSE,5,ground,1,173,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Northern Goshawk,Accipiter gentilis,european,white,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.","In the Middle Ages, only nobles were allowed to use goshawks in falconry.",TRUE,FALSE,FALSE,5,platform,2,106,TRUE,FALSE,FALSE,0,0,0,0,2,0,0,FALSE,TRUE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Northern Harrier,Circus hudsonius,core,brown,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.",Northern harriers fly low over marshes and grasslands seeking prey.,TRUE,FALSE,FALSE,3,platform,2,109,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Northern Mockingbird,Mimus polyglottos,core,brown,Repeat a brown power on another bird in this habitat.,A male mockingbird may learn around 200 songs throughout its life.,FALSE,FALSE,FALSE,2,bowl,4,36,TRUE,TRUE,TRUE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Northern Shoveler,Spatula clypeata,core,brown,All players draw 1 [card] from the deck.,The shoveler's large bill strains invertebrates from the water.,FALSE,FALSE,FALSE,7,ground,4,76,FALSE,FALSE,TRUE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Olive-Backed Sunbird,Cinnyris jugularis,asia,brown,Each player may roll any 1 [die] and gain that food from the supply.,"Sunbirds feed largely on nectar, but they will also take insects, especially when feeding young.",FALSE,FALSE,FALSE,3,wild,2,16,TRUE,TRUE,FALSE,0,0,0,0,0,0,1,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Orange-Footed Scrubfowl,Megapodius reinwardt,oceania,yellow,"Lay 1 [egg] on each of your birds with a [ground] nest, including this one.",The mound nests of scrubfowl may be as tall as 4.5 meters.,FALSE,FALSE,FALSE,1,ground,5,43,TRUE,FALSE,FALSE,0,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Oriental Bay-Owl,Phodilus badius,asia,teal,"Activate the ""When Activated"" (brown) powers of all of your other [predator].",The feathers on an owl's face collects sound waves and direct them toward the owl's ears.,TRUE,FALSE,FALSE,5,cavity,2,71,TRUE,FALSE,FALSE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Oriental Magpie-Robin,Copsychus saularis,asia,teal,"For every 3 [egg] in your [grassland], gain 1 [invertebrate] or [seed] from the supply. You may cache up to 2 of them on this bird.","This songbird is the national bird of Bangladesh, where it is widespread.",FALSE,FALSE,FALSE,0,cavity,4,33,TRUE,TRUE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Osprey,Pandion haliaetus,core,brown,All players gain 1 [fish] from the supply.,"Ospreys are excellent hunters, catching a fish in at least 1 out of every 4 dives.",FALSE,FALSE,FALSE,5,platform,2,160,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Pacific Black Duck,Anas superciliosa,oceania,yellow,"For every 2 [egg] in your [wetland], lay 1 [egg] on this bird.",Competition with non-native mallards has severely reduced this species’ numbers in New Zealand.,FALSE,FALSE,FALSE,2,cavity,6,88,FALSE,FALSE,TRUE,0,1,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Painted Bunting,Passerina ciris,core,white,Draw 2 new bonus cards and keep 1.,"Poachers sell these birds as pets, making it harder for wild populations to thrive.",FALSE,FALSE,TRUE,5,bowl,4,23,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Painted Whitestart,Myioborus pictus,core,brown,Gain 1 [invertebrate] from the supply.,"When they forage, whitestarts will flick their wings or tails to flush insects.",FALSE,FALSE,FALSE,1,ground,3,22,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Parrot Crossbill,Loxia pytyopsittacus,european,brown,"Remove any 1 [die] from the birdfeeder, then gain 1 [seed] from the supply.",The parrot crossbill is one of only five bird species in the world with a crossed bill.,FALSE,FALSE,FALSE,6,bowl,2,30,TRUE,FALSE,FALSE,0,3,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Peaceful Dove,Geopelia placida,oceania,brown,Discard any number of [seed]. Lay 1 [egg] on this bird for each discarded [seed].,"This bird is sometimes called the ""doodle-doo"" because of its distinctive song.",FALSE,FALSE,FALSE,3,platform,4,25,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peregrine Falcon,Falco peregrinus,core,brown,"Look at a [card] from the deck. If less than 100cm, tuck it behind this bird. If not, discard it.","Diving to attack, a peregrine falcon can reach speeds up to 320 kilometers per hour.",TRUE,FALSE,FALSE,5,platform,2,104,FALSE,TRUE,TRUE,0,0,0,0,2,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
